transcript_id,sprot_Top_BLASTX_hit,RNAMMER,prot_id,prot_coords,sprot_Top_BLASTP_hit,Pfam,SignalP,TmHMM,eggnog,Kegg,gene_ontology_blast,gene_ontology_pfam
NODE_110038_length_122_cov_6.44776_g102818_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_11049_length_1875_cov_2.95769_g7753_i0,"LUCI_VARHI^LUCI_VARHI^Q:324-1700,H:96-555^46.868%ID^E:2.32e-147^RecName: Full=Luciferin 2-monooxygenase;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Crustacea; Oligostraca; Ostracoda; Myodocopa; Myodocopida; Cypridinoidea; Cypridinidae; Vargula`LUCI_VARHI^LUCI_VARHI^Q:55-369,H:1-110^41.964%ID^E:1.42e-16^RecName: Full=Luciferin 2-monooxygenase;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Crustacea; Oligostraca; Ostracoda; Myodocopa; Myodocopida; Cypridinoidea; Cypridinidae; Vargula",.,NODE_11049_length_1875_cov_2.95769_g7753_i0.p1,282-1703[+],"LUCI_VARHI^LUCI_VARHI^Q:15-473,H:96-555^48.164%ID^E:4.82e-158^RecName: Full=Luciferin 2-monooxygenase;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Crustacea; Oligostraca; Ostracoda; Myodocopa; Myodocopida; Cypridinoidea; Cypridinidae; Vargula",PF00094.25^VWD^von Willebrand factor type D domain^20-143^E:2.2e-08`PF00094.25^VWD^von Willebrand factor type D domain^240-381^E:2.6e-22,.,.,.,.,GO:0016831^molecular_function^carboxy-lyase activity`GO:0047712^molecular_function^Cypridina-luciferin 2-monooxygenase activity`GO:0008218^biological_process^bioluminescence,.
NODE_11051_length_1874_cov_50.7861_g3101_i3,.,.,.,.,.,.,.,.,.,.,.,.
NODE_111542_length_120_cov_6.73846_g104322_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_11170_length_1858_cov_10.4992_g7834_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_11197_length_1855_cov_1.85889_g7847_i0,"CART_DROME^CART_DROME^Q:95-1810,H:30-596^29.361%ID^E:5.78e-72^RecName: Full=Carcinine transporter {ECO:0000303|PubMed:26653853, ECO:0000303|PubMed:26713872};^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora",.,NODE_11197_length_1855_cov_1.85889_g7847_i0.p1,71-1822[+],"CART_DROME^CART_DROME^Q:9-580,H:30-596^29.361%ID^E:4.42e-72^RecName: Full=Carcinine transporter {ECO:0000303|PubMed:26653853, ECO:0000303|PubMed:26713872};^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora",PF07690.16^MFS_1^Major Facilitator Superfamily^167-496^E:6.4e-15`PF00083.24^Sugar_tr^Sugar (and other) transporter^168-543^E:3.9e-19,.,ExpAA=246.69^PredHel=12^Topology=i32-54o163-185i192-214o218-240i253-272o277-299i364-386o396-418i425-444o449-471i484-506o516-533i,ENOG410XSRI^solute carrier family 22,KEGG:dme:Dmel_CG9317,GO:0043679^cellular_component^axon terminus`GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:1905131^molecular_function^carcinine transmembrane transporter activity`GO:0005326^molecular_function^neurotransmitter transmembrane transporter activity`GO:1905130^biological_process^carcinine import across plasma membrane`GO:0050908^biological_process^detection of light stimulus involved in visual perception`GO:0001504^biological_process^neurotransmitter uptake`GO:0046956^biological_process^positive phototaxis`GO:0007601^biological_process^visual perception,GO:0055085^biological_process^transmembrane transport`GO:0016021^cellular_component^integral component of membrane`GO:0022857^molecular_function^transmembrane transporter activity
NODE_11282_length_1844_cov_0.340973_g7910_i0,"ACH10_RAT^ACH10_RAT^Q:125-1204,H:32-389^28.689%ID^E:2.31e-36^RecName: Full=Neuronal acetylcholine receptor subunit alpha-10;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus",.,NODE_11282_length_1844_cov_0.340973_g7910_i0.p1,50-1291[+],"ACH10_RAT^ACH10_RAT^Q:26-385,H:32-389^28.689%ID^E:1.38e-42^RecName: Full=Neuronal acetylcholine receptor subunit alpha-10;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus",PF02931.23^Neur_chan_LBD^Neurotransmitter-gated ion-channel ligand binding domain^26-236^E:5.3e-43,sigP:1^20^0.836^YES,ExpAA=93.16^PredHel=4^Topology=o241-263i270-289o299-321i389-411o,"ENOG410XQGR^cholinergic receptor, nicotinic",KEGG:rno:64574`KO:K04811,"GO:0030424^cellular_component^axon`GO:0030054^cellular_component^cell junction`GO:0098981^cellular_component^cholinergic synapse`GO:0005887^cellular_component^integral component of plasma membrane`GO:0099060^cellular_component^integral component of postsynaptic specialization membrane`GO:0043005^cellular_component^neuron projection`GO:0043204^cellular_component^perikaryon`GO:0045202^cellular_component^synapse`GO:0022848^molecular_function^acetylcholine-gated cation-selective channel activity`GO:0005262^molecular_function^calcium channel activity`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:1904315^molecular_function^transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential`GO:0007268^biological_process^chemical synaptic transmission`GO:0050910^biological_process^detection of mechanical stimulus involved in sensory perception of sound`GO:0042472^biological_process^inner ear morphogenesis`GO:0034220^biological_process^ion transmembrane transport`GO:0070373^biological_process^negative regulation of ERK1 and ERK2 cascade`GO:0050877^biological_process^nervous system process`GO:0007204^biological_process^positive regulation of cytosolic calcium ion concentration`GO:0042391^biological_process^regulation of membrane potential`GO:0007165^biological_process^signal transduction`GO:0007271^biological_process^synaptic transmission, cholinergic",GO:0005230^molecular_function^extracellular ligand-gated ion channel activity`GO:0006811^biological_process^ion transport`GO:0016021^cellular_component^integral component of membrane
NODE_11362_length_1832_cov_974.84_g806_i10,"TNNT_DROME^TNNT_DROME^Q:1527-661,H:37-327^64.605%ID^E:3.87e-93^RecName: Full=Troponin T, skeletal muscle;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora",.,NODE_11362_length_1832_cov_974.84_g806_i10.p1,478-1617[-],"TNNT_PERAM^TNNT_PERAM^Q:28-328,H:31-333^65.677%ID^E:2.29e-121^RecName: Full=Troponin T;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Polyneoptera; Dictyoptera; Blattodea; Blattoidea; Blattidae; Blattinae; Periplaneta",PF00992.20^Troponin^Troponin^154-227^E:7.8e-10,.,.,.,.,GO:0005861^cellular_component^troponin complex`GO:0006937^biological_process^regulation of muscle contraction,GO:0005861^cellular_component^troponin complex
NODE_114106_length_117_cov_2.22581_g106886_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_11419_length_1823_cov_67.9819_g7882_i1,.,.,.,.,.,.,.,.,.,.,.,.
NODE_11470_length_1818_cov_3.94214_g7129_i1,.,.,NODE_11470_length_1818_cov_3.94214_g7129_i1.p1,547-1023[-],.,.,.,.,.,.,.,.
NODE_11528_length_1810_cov_32.2496_g6233_i2,.,.,.,.,.,.,.,.,.,.,.,.
NODE_11546_length_1809_cov_3.687_g72_i4,.,.,.,.,.,.,.,.,.,.,.,.
NODE_11549_length_1809_cov_0.426454_g8083_i0,"UN93L_DROME^UN93L_DROME^Q:987-196,H:214-477^46.816%ID^E:2.73e-108^RecName: Full=UNC93-like protein;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora`UN93L_DROME^UN93L_DROME^Q:1421-1029,H:64-194^61.069%ID^E:2.73e-108^RecName: Full=UNC93-like protein;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora",.,NODE_11549_length_1809_cov_0.426454_g8083_i0.p1,1005-1646[-],"UN93L_DROME^UN93L_DROME^Q:10-206,H:3-194^52.792%ID^E:6.34e-60^RecName: Full=UNC93-like protein;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora",PF05978.16^UNC-93^Ion channel regulatory protein UNC-93^62-172^E:7.6e-11,.,ExpAA=92.01^PredHel=4^Topology=i53-75o90-112i133-155o183-205i,ENOG410XTFP^unc-93 homolog,KEGG:dme:Dmel_CG4928,GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0055120^cellular_component^striated muscle dense body`GO:0015459^molecular_function^potassium channel regulator activity`GO:0006937^biological_process^regulation of muscle contraction`GO:0043266^biological_process^regulation of potassium ion transport,.
NODE_1155_length_4728_cov_6.7278_g805_i0,"M2GD_RAT^M2GD_RAT^Q:4632-2194,H:39-852^55.447%ID^E:0^RecName: Full=Dimethylglycine dehydrogenase, mitochondrial;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus",.,NODE_1155_length_4728_cov_6.7278_g805_i0.p1,2170-4728[-],"M2GD_RAT^M2GD_RAT^Q:33-845,H:39-852^55.447%ID^E:0^RecName: Full=Dimethylglycine dehydrogenase, mitochondrial;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus",PF01266.24^DAO^FAD dependent oxidoreductase^38-401^E:3.3e-63`PF16350.5^FAO_M^FAD dependent oxidoreductase central domain^404-457^E:4.5e-15`PF01571.21^GCV_T^Aminomethyltransferase folate-binding domain^466-732^E:1.2e-61`PF08669.11^GCV_T_C^Glycine cleavage T-protein C-terminal barrel domain^767-832^E:5.2e-14,.,.,"COG0404^The glycine cleavage system catalyzes the degradation of glycine (By similarity)`COG0665^Catalyzes the last two steps in the biosynthesis of 5- methylaminomethyl-2-thiouridine (mnm(5)s(2)U) at the wobble position (U34) in tRNA. Catalyzes the FAD-dependent demodification of cmnm(5)s(2)U34 to nm(5)s(2)U34, followed by the transfer of a methyl group from S-adenosyl-L-methionine to nm(5)s(2)U34, to form mnm(5)s(2)U34 (By similarity)",.,GO:0005737^cellular_component^cytoplasm`GO:0005759^cellular_component^mitochondrial matrix`GO:0005739^cellular_component^mitochondrion`GO:0047865^molecular_function^dimethylglycine dehydrogenase activity`GO:0050660^molecular_function^flavin adenine dinucleotide binding`GO:0005542^molecular_function^folic acid binding`GO:0016491^molecular_function^oxidoreductase activity`GO:0006579^biological_process^amino-acid betaine catabolic process`GO:0042426^biological_process^choline catabolic process`GO:0019695^biological_process^choline metabolic process`GO:0035999^biological_process^tetrahydrofolate interconversion,GO:0016491^molecular_function^oxidoreductase activity`GO:0055114^biological_process^oxidation-reduction process
NODE_11569_length_1806_cov_138.412_g8098_i0,"BP10_PARLI^BP10_PARLI^Q:1322-267,H:100-449^33.884%ID^E:1.18e-47^RecName: Full=Blastula protease 10;^Eukaryota; Metazoa; Echinodermata; Eleutherozoa; Echinozoa; Echinoidea; Euechinoidea; Echinacea; Echinoida; Echinidae; Paracentrotus",.,NODE_11569_length_1806_cov_138.412_g8098_i0.p1,78-1805[-],"BP10_PARLI^BP10_PARLI^Q:162-513,H:100-449^33.884%ID^E:8.12e-48^RecName: Full=Blastula protease 10;^Eukaryota; Metazoa; Echinodermata; Eleutherozoa; Echinozoa; Echinoidea; Euechinoidea; Echinacea; Echinoida; Echinidae; Paracentrotus",PF01400.24^Astacin^Astacin (Peptidase family M12A)^162-359^E:6.9e-49`PF00431.20^CUB^CUB domain^404-508^E:4.9e-10,sigP:1^29^0.488^YES,.,.,.,GO:0005938^cellular_component^cell cortex`GO:0005615^cellular_component^extracellular space`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0004222^molecular_function^metalloendopeptidase activity`GO:0008270^molecular_function^zinc ion binding,GO:0004222^molecular_function^metalloendopeptidase activity`GO:0006508^biological_process^proteolysis
NODE_1159_length_4726_cov_0.55106_g809_i0,"S18B1_MOUSE^S18B1_MOUSE^Q:230-1426,H:49-448^25.806%ID^E:1.32e-19^RecName: Full=MFS-type transporter SLC18B1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus",.,NODE_1159_length_4726_cov_0.55106_g809_i0.p1,101-1435[+],"S18B1_MOUSE^S18B1_MOUSE^Q:15-442,H:23-448^25.517%ID^E:6e-30^RecName: Full=MFS-type transporter SLC18B1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus",PF07690.16^MFS_1^Major Facilitator Superfamily^36-247^E:5.3e-20`PF07690.16^MFS_1^Major Facilitator Superfamily^243-422^E:4.4e-09,.,ExpAA=262.54^PredHel=12^Topology=i29-46o61-83i96-118o133-155i162-184o194-216i229-251o271-293i300-322o332-354i374-396o406-428i,"ENOG410XYVZ^solute carrier family 18, subfamily B, member 1",.,GO:0016021^cellular_component^integral component of membrane`GO:0055085^biological_process^transmembrane transport,GO:0055085^biological_process^transmembrane transport`GO:0016021^cellular_component^integral component of membrane
NODE_116144_length_114_cov_3.0339_g108924_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_11641_length_1797_cov_925.935_g806_i11,"TNNT_DROME^TNNT_DROME^Q:266-1042,H:37-296^60.536%ID^E:1.11e-60^RecName: Full=Troponin T, skeletal muscle;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora",.,NODE_11641_length_1797_cov_925.935_g806_i11.p1,140-958[+],"TNNT_DROME^TNNT_DROME^Q:29-267,H:25-263^64.315%ID^E:2.67e-86^RecName: Full=Troponin T, skeletal muscle;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora",PF00992.20^Troponin^Troponin^166-239^E:2.3e-09,.,.,ENOG410XS6A^Troponin T type,KEGG:dme:Dmel_CG7107`KO:K12046,GO:0005865^cellular_component^striated muscle thin filament`GO:0005861^cellular_component^troponin complex`GO:0005509^molecular_function^calcium ion binding`GO:0060048^biological_process^cardiac muscle contraction`GO:0006874^biological_process^cellular calcium ion homeostasis`GO:0007498^biological_process^mesoderm development`GO:0007005^biological_process^mitochondrion organization`GO:0046716^biological_process^muscle cell cellular homeostasis`GO:0006936^biological_process^muscle contraction`GO:0048644^biological_process^muscle organ morphogenesis`GO:0030239^biological_process^myofibril assembly`GO:0006937^biological_process^regulation of muscle contraction`GO:0045214^biological_process^sarcomere organization`GO:0003009^biological_process^skeletal muscle contraction`GO:0030240^biological_process^skeletal muscle thin filament assembly,GO:0005861^cellular_component^troponin complex
NODE_11691_length_1791_cov_16.4556_g8179_i0,"TRAF1_MOUSE^TRAF1_MOUSE^Q:941-1651,H:180-409^21.457%ID^E:1.04e-09^RecName: Full=TNF receptor-associated factor 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus",.,NODE_11691_length_1791_cov_16.4556_g8179_i0.p1,767-1660[+],"TRAF1_HUMAN^TRAF1_HUMAN^Q:96-293,H:223-414^23.077%ID^E:3.48e-10^RecName: Full=TNF receptor-associated factor 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo",.,sigP:1^17^0.788^YES,.,ENOG410YE68^TNF receptor-associated factor 1,KEGG:hsa:7185`KO:K03172,GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0032991^cellular_component^protein-containing complex`GO:0042802^molecular_function^identical protein binding`GO:0031996^molecular_function^thioesterase binding`GO:0005164^molecular_function^tumor necrosis factor receptor binding`GO:0031625^molecular_function^ubiquitin protein ligase binding`GO:0008270^molecular_function^zinc ion binding`GO:0006915^biological_process^apoptotic process`GO:0051092^biological_process^positive regulation of NF-kappaB transcription factor activity`GO:0065003^biological_process^protein-containing complex assembly`GO:2001236^biological_process^regulation of extrinsic apoptotic signaling pathway`GO:0010803^biological_process^regulation of tumor necrosis factor-mediated signaling pathway`GO:0007165^biological_process^signal transduction,.
NODE_117_length_7893_cov_7.58561_g75_i0,"OTUL_MOUSE^OTUL_MOUSE^Q:2106-2882,H:81-342^30.112%ID^E:1.47e-30^RecName: Full=Ubiquitin thioesterase otulin {ECO:0000305};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus",.,NODE_117_length_7893_cov_7.58561_g75_i0.p2,2229-2894[+],"OTUL_MOUSE^OTUL_MOUSE^Q:1-218,H:120-342^28.509%ID^E:3.59e-26^RecName: Full=Ubiquitin thioesterase otulin {ECO:0000305};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus",PF16218.5^Peptidase_C101^Peptidase family C101^1-219^E:6.8e-44,.,.,ENOG4111KB3^NA,KEGG:mmu:432940`KO:K18343,GO:0005737^cellular_component^cytoplasm`GO:0008234^molecular_function^cysteine-type peptidase activity`GO:0004843^molecular_function^thiol-dependent ubiquitin-specific protease activity`GO:0045087^biological_process^innate immune response`GO:0050728^biological_process^negative regulation of inflammatory response`GO:0032088^biological_process^negative regulation of NF-kappaB transcription factor activity`GO:0070431^biological_process^nucleotide-binding oligomerization domain containing 2 signaling pathway`GO:1990108^biological_process^protein linear deubiquitination`GO:0060828^biological_process^regulation of canonical Wnt signaling pathway`GO:0010803^biological_process^regulation of tumor necrosis factor-mediated signaling pathway`GO:0002040^biological_process^sprouting angiogenesis`GO:0016055^biological_process^Wnt signaling pathway,.
NODE_117125_length_113_cov_2.32759_g109905_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_117218_length_113_cov_2.24138_g109998_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_11785_length_1781_cov_2.02317_g8242_i0,"TXB2A_SCOAL^TXB2A_SCOAL^Q:1604-951,H:2-229^30.87%ID^E:6.1e-26^RecName: Full=U-scoloptoxin(11)-Sa2a {ECO:0000303|PubMed:24847043};^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Myriapoda; Chilopoda; Pleurostigmophora; Scolopendromorpha; Scolopendridae; Scolopendra",.,NODE_11785_length_1781_cov_2.02317_g8242_i0.p1,948-1637[-],"TXB2A_SCOAL^TXB2A_SCOAL^Q:12-229,H:2-229^30.87%ID^E:2.61e-28^RecName: Full=U-scoloptoxin(11)-Sa2a {ECO:0000303|PubMed:24847043};^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Myriapoda; Chilopoda; Pleurostigmophora; Scolopendromorpha; Scolopendridae; Scolopendra",.,sigP:1^23^0.774^YES,.,.,.,GO:0005576^cellular_component^extracellular region`GO:0090729^molecular_function^toxin activity,.
NODE_118047_length_111_cov_6.08929_g110827_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_118694_length_110_cov_189.382_g111474_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_11873_length_1770_cov_16.3504_g4512_i2,"MOS1T_DROMA^MOS1T_DROMA^Q:990-1769,H:5-257^31.559%ID^E:1.95e-29^RecName: Full=Mariner Mos1 transposase;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora",.,NODE_11873_length_1770_cov_16.3504_g4512_i2.p1,972-1769[+],"MOS1T_DROMA^MOS1T_DROMA^Q:7-266,H:5-257^31.559%ID^E:9.44e-32^RecName: Full=Mariner Mos1 transposase;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora",PF17906.1^HTH_48^HTH domain in Mos1 transposase^13-58^E:2e-05`PF13565.6^HTH_32^Homeodomain-like domain^48-112^E:1.2e-08`PF01359.18^Transposase_1^Transposase (partial DDE domain)^173-249^E:3.3e-26,.,.,.,.,GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0004519^molecular_function^endonuclease activity`GO:0046872^molecular_function^metal ion binding`GO:0015074^biological_process^DNA integration`GO:0006310^biological_process^DNA recombination,.
NODE_11890_length_1768_cov_580.558_g8318_i0,.,.,NODE_11890_length_1768_cov_580.558_g8318_i0.p2,1072-1746[-],.,.,sigP:1^26^0.677^YES,.,.,.,.,.
NODE_11925_length_1763_cov_38.079_g2661_i8,.,.,.,.,.,.,.,.,.,.,.,.
NODE_11980_length_1757_cov_0.870153_g8388_i0,"YSNK_CAEEL^YSNK_CAEEL^Q:622-1278,H:148-361^25.106%ID^E:2.54e-08^RecName: Full=Glycosyltransferase family 92 protein F13G3.3;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis",.,NODE_11980_length_1757_cov_0.870153_g8388_i0.p1,64-1446[+],"YSNK_CAEEL^YSNK_CAEEL^Q:187-405,H:148-361^25.106%ID^E:1.54e-08^RecName: Full=Glycosyltransferase family 92 protein F13G3.3;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis",PF01697.27^Glyco_transf_92^Glycosyltransferase family 92^192-426^E:3.3e-38,sigP:1^23^0.594^YES,ExpAA=20.42^PredHel=1^Topology=i7-26o,ENOG410Z7P2^UPF0392 protein,KEGG:cel:CELE_F13G3.3,"GO:0016021^cellular_component^integral component of membrane`GO:0016757^molecular_function^transferase activity, transferring glycosyl groups",.
